4,rot,1,12.589062549693,,0 shift
4,rot,2,16.3193837795683,,6 warp
4,rot,3,17.8611716844977,,39 warp
4,rot,1,12.589062549693,,76 rot
4,rot,2,16.3193837795683,,81 shift
4,rot,3,17.8611716844977,,105 warp
4,shift,1,15.7838733988313,,127 rot
4,shift,2,30.8452135348048,,127 shift
4,shift,3,34.8550663405081,,127 warp
4,warp,1,15.5006310329001,,184 warp
4,warp,2,17.7713838457406,,267 warp
4,warp,3,20.1243264285684,,309 warp
0,rot,1,19.3395154891821,,432 rot
0,rot,2,35.7895519912039,,493 rot
0,rot,3,55.157068403203,,501 rot
0,shift,1,56.1022207854311,,501 shift
0,shift,2,45.2748451254148,,501 warp
0,shift,3,46.672457691769,,503 rot
0,warp,1,34.5793887316617,,503 warp
0,warp,2,59.6662715065494,,0.80188679245283
0,warp,3,101.553922271476,,
6,warp,1,22.5945043068593,,
6,warp,2,19.5883054180618,,
6,warp,3,29.6135817218034,,
6,shift,1,20.1875137005751,,
6,shift,2,22.6846083988841,,
6,shift,3,23.81849401138,,
6,rot,1,13.3692883825392,,
6,rot,2,18.4847803585318,,
6,rot,3,21.1579426099975,,
11,rot,1,10.6998308096635,,
11,rot,2,13.6024886257255,,
11,rot,3,15.8969208053422,,
11,shift,1,13.0493418405765,,
11,shift,2,14.1907632974491,,
11,shift,3,20.5098887426134,,
11,warp,1,11.9252010098819,,
11,warp,2,13.8659308805,,
11,warp,3,14.1160651797182,,
16,rot,1,32.9623238170167,,
16,rot,2,45.2743511396169,,
16,rot,3,50.089340882234,,
16,shift,1,39.8811905166331,,
16,shift,2,54.5136747530387,,
16,shift,3,65.4905391055874,,
16,warp,1,37.3683426844844,,
16,warp,2,48.5495780381505,,
16,warp,3,63.6248634511161,,
20,rot,1,23.8190662250996,,
20,rot,2,29.9049404577813,,
20,rot,3,29.5284761291055,,
20,shift,1,28.761170811092,,
20,shift,2,29.081510364884,,
20,shift,3,32.1560397937149,,
20,warp,1,29.7006962527951,,
20,warp,2,32.5375654709674,,
20,warp,3,39.6413338869965,,
28,warp,1,15.1297442398418,,
28,warp,2,16.6326476700832,,
28,warp,3,16.273996740027,,
28,shift,1,12.7756529709885,,
28,shift,2,15.1253305700897,,
28,shift,3,14.5548974179187,,
28,rot,1,12.327993873919,,
28,rot,2,15.1488427778824,,
28,rot,3,15.3553592906759,,
39,warp,1,14.1453270958729,,
39,warp,2,12.599524340367,,
39,warp,3,14.857271613916,,
39,shift,1,14.7237424714417,,
39,shift,2,18.5213291613656,,
39,shift,3,15.1972314405602,,
39,rot,1,11.8127889536882,,
39,rot,2,14.1581662370195,,
39,rot,3,14.9441548341688,,
72,warp,1,19.6669928860455,,
72,warp,2,29.3414851395997,,
72,warp,3,28.6067690568743,,
72,shift,1,23.9224291077831,,
72,shift,2,28.6465478877567,,
72,shift,3,35.0434499590518,,
72,rot,1,12.7230341696595,,
72,rot,2,18.6273829434403,,
72,rot,3,23.302908335125,,
76,warp,1,19.1623694076874,,
76,warp,2,23.3107633674135,,
76,warp,3,33.1917419665781,,
76,shift,1,19.9923354838799,,
76,shift,2,21.1813824641411,,
76,shift,3,20.3183000675184,,
76,rot,1,17.2642966904112,,
76,rot,2,15.5510100836783,,
76,rot,3,20.1375607916659,,
81,warp,1,18.109907237897,,
81,warp,2,19.6281593871191,,
81,warp,3,17.2862863361965,,
81,shift,1,11.8087043693956,,
81,shift,2,10.0484804000716,,
81,shift,3,9.66683782488737,,
81,rot,1,12.9936646346067,,
81,rot,2,16.4376256315782,,
81,rot,3,12.9692380858143,,
105,warp,1,14.7421736652722,,
105,warp,2,13.509747025391,,
105,warp,3,16.6972303774574,,
105,shift,1,12.0321019949832,,
105,shift,2,13.2464764570981,,
105,shift,3,15.7936082566334,,
105,rot,1,11.5827127208701,,
105,rot,2,14.1220851752304,,
105,rot,3,11.4391121698588,,
123,warp,1,82.026966386009,,
123,warp,2,134.303660549436,,
123,warp,3,183.712718796657,,
123,shift,1,81.1454378799189,,
123,shift,2,89.6553551854275,,
123,shift,3,86.1989648284263,,
123,rot,1,67.0418485965645,,
123,rot,2,116.569301132469,,
123,rot,3,148.135905805132,,
127,warp,1,26.2675699830991,,
127,warp,2,25.4012422927784,,
127,warp,3,28.5923165204357,,
127,shift,1,28.8258455242055,,
127,shift,2,25.6695365998027,,
127,shift,3,26.7205064730563,,
127,rot,1,20.0058237402007,,
127,rot,2,17.2951719720868,,
127,rot,3,24.128191893554,,
132,warp,1,10.8824129716431,,
132,warp,2,11.2281964063929,,
132,warp,3,15.2485093790793,,
132,shift,1,8.42368764854026,,
132,shift,2,9.60562543946466,,
132,shift,3,10.7090449565662,,
132,rot,1,8.46712038100048,,
132,rot,2,10.5871589157431,,
132,rot,3,10.5253604218929,,
184,warp,1,13.5176240539652,,
184,warp,2,13.3932226267464,,
184,warp,3,18.2007270914296,,
184,shift,1,11.34906353056,,
184,shift,2,17.9586678255157,,
184,shift,3,12.8901951500088,,
184,rot,1,8.94081478439294,,
184,rot,2,12.5001239818146,,
184,rot,3,13.8306943094782,,
185,warp,1,15.0155278864461,,
185,warp,2,17.6462312946211,,
185,warp,3,19.6385201739006,,
185,shift,1,11.8650013657932,,
185,shift,2,15.4504301583653,,
185,shift,3,26.5199404314215,,
185,rot,1,12.0421082942941,,
185,rot,2,12.2458667868324,,
185,rot,3,15.1003308915773,,
226,warp,1,16.4219126100908,,
226,warp,2,16.6055993167631,,
226,warp,3,21.7198876043537,,
226,shift,1,17.501987436276,,
226,shift,2,18.0973381206186,,
226,shift,3,21.2003658459936,,
226,rot,1,13.021709179268,,
226,rot,2,17.3996342123564,,
226,rot,3,15.776964989524,,
267,warp,1,9.13483654468109,,
267,warp,2,8.8817495444349,,
267,warp,3,7.6135278678288,,
267,shift,1,6.25035676509554,,
267,shift,2,9.2250706085608,,
267,shift,3,8.66070192335632,,
267,rot,1,6.05288722860687,,
267,rot,2,6.53149407447572,,
267,rot,3,6.41700600955015,,
309,warp,1,14.7030932636278,,
309,warp,2,13.4516688813165,,
309,warp,3,17.2659713881363,,
309,shift,1,11.0136769522702,,
309,shift,2,16.484669755497,,
309,shift,3,19.769263579074,,
309,rot,1,10.9421354751218,,
309,rot,2,12.0312402072141,,
309,rot,3,11.3808869912397,,
319,warp,1,16.7784698206681,,
319,warp,2,26.0135107306788,,
319,warp,3,35.6463764761319,,
319,shift,1,22.5705858873336,,
319,shift,2,26.9220976143676,,
319,shift,3,27.6639321044579,,
319,rot,1,13.5228234258195,,
319,rot,2,25.016269880996,,
319,rot,3,34.3053924247692,,
321,warp,1,32.7277913163951,,
321,warp,2,48.6668315074553,,
321,warp,3,57.1409369088042,,
321,shift,1,23.9754403730715,,
321,shift,2,24.1235877529575,,
321,shift,3,24.197727711531,,
321,rot,1,29.9786916636968,,
321,rot,2,36.6182899323132,,
321,rot,3,45.8195173768554,,
336,warp,1,25.2018037508893,,
336,warp,2,33.0100661889243,,
336,warp,3,44.1616806795485,,
336,shift,1,20.1219115641056,,
336,shift,2,33.3765095776377,,
336,shift,3,37.037100622046,,
336,rot,1,25.4547183463337,,
336,rot,2,31.2404039805978,,
336,rot,3,38.5474480125679,,
350,warp,1,18.7261985207678,,
350,warp,2,28.4539233235685,,
350,warp,3,38.6325743354981,,
350,shift,1,18.7821896082471,,
350,shift,2,28.7942156773334,,
350,shift,3,30.1441694066829,,
350,rot,1,16.1539133144024,,
350,rot,2,23.7295211405091,,
350,rot,3,27.6371749202028,,
361,warp,1,33.0657596455627,,
361,warp,2,72.3523583532648,,
361,warp,3,198.473168206354,,
361,shift,1,95.4745192456234,,
361,shift,2,170.721866158862,,
361,shift,3,282.719302409115,,
361,rot,1,30.7900079356453,,
361,rot,2,40.4662657110525,,
361,rot,3,73.8623566424127,,
367,warp,1,17.4137146732339,,
367,warp,2,32.5401462213037,,
367,warp,3,49.0541626145322,,
367,shift,1,25.5903014796985,,
367,shift,2,72.3413219489355,,
367,shift,3,94.8536314252038,,
367,rot,1,16.8003790479959,,
367,rot,2,27.4102367560246,,
367,rot,3,38.5230317529575,,
432,warp,1,11.174623747096,,
432,warp,2,12.2821362834742,,
432,warp,3,13.5357323653724,,
432,shift,1,6.9835865017309,,
432,shift,2,10.9357253775844,,
432,shift,3,9.04506210375193,,
432,rot,1,8.48919422239552,,
432,rot,2,8.38074324905041,,
432,rot,3,11.1072426046344,,
439,warp,1,17.5565404691777,,
439,warp,2,17.5852413157058,,
439,warp,3,25.4775956244738,,
439,shift,1,16.1903542456401,,
439,shift,2,32.3293535034614,,
439,shift,3,45.757802435861,,
439,rot,1,9.94387205365825,,
439,rot,2,12.9371089380439,,
439,rot,3,17.9804608353095,,
441,warp,1,23.1092714421987,,
441,warp,2,24.8876311794006,,
441,warp,3,32.8282622466561,,
441,shift,1,21.8714221415127,,
441,shift,2,29.173100253958,,
441,shift,3,43.8372639955233,,
441,rot,1,15.4526878463006,,
441,rot,2,21.6248063770192,,
441,rot,3,22.1074371201346,,
463,warp,1,16.2587312063605,,
463,warp,2,20.0193328990414,,
463,warp,3,23.2599217988352,,
463,shift,1,13.4920655697442,,
463,shift,2,18.5207421244476,,
463,shift,3,19.3929378063346,,
463,rot,1,8.49092547383516,,
463,rot,2,12.1240105476851,,
463,rot,3,15.6672980737824,,
465,warp,1,31.4255018796766,,
465,warp,2,55.2685422159763,,
465,warp,3,80.8388995808304,,
465,shift,1,41.1883112218993,,
465,shift,2,48.5680886892062,,
465,shift,3,49.1700387371838,,
465,rot,1,21.1434050569635,,
465,rot,2,30.3649084658035,,
465,rot,3,44.5260218663279,,
493,warp,1,14.7436452143892,,
493,warp,2,16.1792231828827,,
493,warp,3,18.4163982037267,,
493,shift,1,13.1570942335419,,
493,shift,2,16.0950971202782,,
493,shift,3,21.8576851838216,,
493,rot,1,12.8808059788162,,
493,rot,2,12.0021940404242,,
493,rot,3,15.4615174724945,,
496,warp,1,32.3422509154696,,
496,warp,2,51.973379731187,,
496,warp,3,80.111671321837,,
496,shift,1,36.8773761234255,,
496,shift,2,52.3930752525671,,
496,shift,3,58.7551412001801,,
496,rot,1,21.4692768850597,,
496,rot,2,32.3770300134838,,
496,rot,3,40.9638869100267,,
501,warp,1,16.0453558593794,,
501,warp,2,15.8452318399858,,
501,warp,3,15.7324228384715,,
501,shift,1,17.7958708162747,,
501,shift,2,17.4274834530697,,
501,shift,3,20.8073975809316,,
501,rot,1,18.6854622223815,,
501,rot,2,10.4523169667792,,
501,rot,3,14.7606796215213,,
503,warp,1,20.9820471663308,,
503,warp,2,19.5311008093143,,
503,warp,3,26.0201251394287,,
503,shift,1,19.417589376627,,
503,shift,2,29.008220752311,,
503,shift,3,25.4296038383069,,
503,rot,1,19.2087053321106,,
503,rot,2,14.7571193286539,,
503,rot,3,18.4841726518805,,
